Product/Internal Reference,Product/Name,Product/Barcode,Financial Category,Available Quantity,Quantity,Lot/Serial Number,Location,Lot/Serial Number/Production Date,Lot/Serial Number/Expiration Date,Lot/Serial Number/Removal Date,Lot/Serial Number/Alert Date,Product/Breadfast Barcode
PROD-006871,Puvana Natural Water,BAR-0000006871,Centralized Fresh,421.0,421.0,LOT-0000006871,KAT/Stock/Zone (A),2024-09-14,2029-06-01,2028-12-08,2028-12-08,BREAD-0000006871
PROD-006872,Flash,BAR-0000006872,All / ASTS / Furniture,93.0,93.0,LOT-0000006872,KAT/Stock/Zone (F),2023-01-04,2026-10-14,2026-07-12,2026-07-12,BREAD-0000006872
PROD-006873,A4 Paper,BAR-0000006873,Personal Care,256.0,256.0,LOT-0000006873,KAT/Stock/Zone (F),2024-04-13,2025-12-13,2025-07-05,2025-07-05,BREAD-0000006873
PROD-006874,Flash,UNKNOWN_BARCODE,All / Consumables / Cons - Operations,135.0,135.0,LOT-0000006874,KAT/Stock/Zone (B),2024-10-25,2025-12-27,2025-09-03,2025-09-03,BREAD-0000006874
PROD-006875,Argento Clear Offer,UNKNOWN_BARCODE,Coffee & Other Drinks,12.0,12.0,LOT-0000006875,KAT/Stock/Zone (A),2025-06-05,2028-08-17,2028-06-13,2028-06-13,BREAD-0000006875
PROD-006876,Rhodes Cheddar Cheese,BAR-0000006876,All / Consumables / Cons - Cleaning,467.0,467.0,LOT-0000006876,KAT/Stock/Zone (F),2024-06-21,2028-01-08,2027-08-18,2027-08-18,BREAD-0000006876
PROD-006877,Harvest Tomato Paste,BAR-0000006877,All / Consumables / Cons - Cleaning,197.0,197.0,LOT-0000006877,KAT/Stock/Zone (B),2023-12-26,2028-07-06,2028-01-17,2028-01-17,BREAD-0000006877
PROD-006878,Big Tissue Roll,BAR-0000006878,Water,497.0,497.0,LOT-0000006878,KAT/Stock/Zone (B),2024-06-03,2025-11-11,2025-09-06,2025-09-06,BREAD-0000006878
PROD-006879,Big Tissue Roll,BAR-0000006879,Commodities,177.0,177.0,LOT-0000006879,KAT/Stock/Zone (A),2023-03-09,2027-02-09,2026-08-31,2026-08-31,BREAD-0000006879
PROD-006880,Argento Clear Offer,UNKNOWN_BARCODE,All / Consumables / Cons - Cleaning,111.0,111.0,LOT-0000006880,KAT/Stock/Zone (A),2024-11-25,2025-12-19,2025-10-01,2025-10-01,BREAD-0000006880
PROD-006881,Elano Water Carton,BAR-0000006881,Personal Care,263.0,263.0,LOT-0000006881,KAT/Stock/Zone (B),2023-03-26,2025-01-18,2024-10-12,2024-10-12,BREAD-0000006881
PROD-006882,Rhodes Natural Feta Gold,BAR-0000006882,Commodities,413.0,413.0,LOT-0000006882,KAT/Stock/Zone (A),2023-03-20,2027-08-19,2027-04-11,2027-04-11,BREAD-0000006882
PROD-006883,Flash,UNKNOWN_BARCODE,Personal Care,368.0,368.0,LOT-0000006883,KAT/Stock/Zone (B),2023-01-20,2024-04-02,2023-11-27,2023-11-27,BREAD-0000006883
PROD-006884,Harvest Tomato Paste,BAR-0000006884,Personal Care,423.0,423.0,LOT-0000006884,KAT/Stock/Zone (A),2023-06-05,2027-07-18,2027-01-27,2027-01-27,BREAD-0000006884
PROD-006885,Harvest Tomato Paste,BAR-0000006885,Centralized Fresh,78.0,78.0,LOT-0000006885,KAT/Stock/Zone (A),2025-05-29,2026-10-27,2026-08-22,2026-08-22,UNKNOWN_BREADFAST_BARCODE
PROD-006886,Puvana Natural Water,BAR-0000006886,Water,377.0,377.0,LOT-0000006886,KAT/Stock/Zone (A),2025-07-27,2028-02-27,2028-01-02,2028-01-02,BREAD-0000006886
PROD-006887,Puvana Natural Water,UNKNOWN_BARCODE,Centralized Fresh,255.0,255.0,LOT-0000006887,KAT/Stock,2023-01-28,2027-02-15,2026-09-27,2026-09-27,UNKNOWN_BREADFAST_BARCODE
PROD-006888,Rhodes Natural Feta Gold,BAR-0000006888,Coffee & Other Drinks,73.0,73.0,LOT-0000006888,KAT/Stock/Zone (A),2024-09-01,2029-04-05,2029-03-06,2029-03-06,UNKNOWN_BREADFAST_BARCODE
PROD-006889,Elano Water Carton,BAR-0000006889,Commodities,382.0,382.0,LOT-0000006889,KAT/Stock,2025-08-31,2026-11-30,2026-06-29,2026-06-29,BREAD-0000006889
PROD-006890,Argento Clear Offer,UNKNOWN_BARCODE,All / Consumables / Cons - Cleaning,160.0,160.0,LOT-0000006890,KAT/Stock/Zone (B),2024-02-23,2027-07-13,2027-01-30,2027-01-30,BREAD-0000006890
PROD-006891,Shanon,UNKNOWN_BARCODE,Coffee & Other Drinks,200.0,200.0,LOT-0000006891,KAT/Stock/Zone (F),2023-01-22,2026-02-06,2025-12-10,2025-12-10,BREAD-0000006891
PROD-006892,Puvana Natural Water,UNKNOWN_BARCODE,Commodities,368.0,368.0,LOT-0000006892,KAT/Stock/Zone (F),2023-09-18,2028-07-28,2028-05-22,2028-05-22,UNKNOWN_BREADFAST_BARCODE
PROD-006893,Elano Water Carton,BAR-0000006893,Commodities,307.0,307.0,LOT-0000006893,KAT/Stock/Zone (F),2023-03-01,2028-02-06,2027-12-31,2027-12-31,BREAD-0000006893
PROD-006894,Rhodes Cheddar Cheese,BAR-0000006894,All / Consumables / Cons - Cleaning,376.0,376.0,LOT-0000006894,KAT/Stock/Zone (B),2025-07-25,2028-10-29,2028-06-27,2028-06-27,BREAD-0000006894
PROD-006895,Big Tissue Roll,BAR-0000006895,All / Consumables / Cons - Operations,32.0,32.0,LOT-0000006895,KAT/Stock/Zone (A),2023-06-12,2027-09-19,2027-05-17,2027-05-17,BREAD-0000006895
PROD-006896,Big Tissue Roll,BAR-0000006896,Centralized Fresh,72.0,72.0,LOT-0000006896,KAT/Stock,2023-12-20,2026-11-03,2026-09-09,2026-09-09,BREAD-0000006896
PROD-006897,Elano Water Carton,BAR-0000006897,All / ASTS / Furniture,461.0,461.0,LOT-0000006897,KAT/Stock/Zone (B),2023-07-15,2025-07-20,2025-02-28,2025-02-28,BREAD-0000006897
PROD-006898,Rhodes Natural Feta Gold,BAR-0000006898,Coffee & Other Drinks,351.0,351.0,LOT-0000006898,KAT/Stock/Zone (F),2025-12-04,2030-05-16,2030-04-06,2030-04-06,BREAD-0000006898
PROD-006899,Argento Clear Offer,BAR-0000006899,All / Consumables / Cons - Operations,292.0,292.0,LOT-0000006899,KAT/Stock/Zone (F),2024-09-16,2028-08-16,2028-06-25,2028-06-25,BREAD-0000006899
PROD-006900,Harvest Tomato Paste,BAR-0000006900,Centralized Fresh,197.0,197.0,LOT-0000006900,KAT/Stock/Zone (F),2025-06-23,2029-09-07,2029-07-07,2029-07-07,BREAD-0000006900
PROD-006901,Rhodes Natural Feta Gold,UNKNOWN_BARCODE,Commodities,324.0,324.0,LOT-0000006901,KAT/Stock/Zone (F),2023-06-28,2026-09-04,2026-03-29,2026-03-29,BREAD-0000006901
PROD-006902,Elano Water Carton,BAR-0000006902,Personal Care,387.0,387.0,LOT-0000006902,KAT/Stock,2023-11-21,2026-11-14,2026-06-25,2026-06-25,BREAD-0000006902
PROD-006903,Argento Clear Offer,BAR-0000006903,Water,315.0,315.0,LOT-0000006903,KAT/Stock/Zone (F),2024-01-05,2026-09-06,2026-06-08,2026-06-08,BREAD-0000006903
PROD-006904,Argento Clear Offer,BAR-0000006904,Coffee & Other Drinks,239.0,239.0,LOT-0000006904,KAT/Stock,2024-07-21,2025-11-17,2025-06-09,2025-06-09,BREAD-0000006904
PROD-006905,Flash,BAR-0000006905,Centralized Fresh,463.0,463.0,LOT-0000006905,KAT/Stock/Zone (F),2025-02-17,2027-08-11,2027-07-01,2027-07-01,BREAD-0000006905
PROD-006906,A4 Paper,BAR-0000006906,Water,73.0,73.0,LOT-0000006906,KAT/Stock/Zone (B),2025-07-14,2026-08-30,2026-04-16,2026-04-16,BREAD-0000006906
PROD-006907,Big Tissue Roll,BAR-0000006907,Coffee & Other Drinks,30.0,30.0,LOT-0000006907,KAT/Stock,2023-04-25,2028-03-03,2027-10-23,2027-10-23,BREAD-0000006907
PROD-006908,Elano Water Carton,UNKNOWN_BARCODE,Water,478.0,478.0,LOT-0000006908,KAT/Stock,2023-12-23,2027-03-02,2026-11-27,2026-11-27,BREAD-0000006908
PROD-006909,Harvest Tomato Paste,UNKNOWN_BARCODE,Coffee & Other Drinks,13.0,13.0,LOT-0000006909,KAT/Stock/Zone (B),2023-04-25,2027-06-19,2027-01-06,2027-01-06,BREAD-0000006909
PROD-006910,A4 Paper,BAR-0000006910,All / Consumables / Cons - Cleaning,204.0,204.0,LOT-0000006910,KAT/Stock/Zone (F),2025-03-08,2028-12-10,2028-07-09,2028-07-09,BREAD-0000006910
PROD-006911,Rhodes Cheddar Cheese,UNKNOWN_BARCODE,All / ASTS / Furniture,315.0,315.0,LOT-0000006911,KAT/Stock/Zone (F),2023-11-19,2024-12-26,2024-10-01,2024-10-01,BREAD-0000006911
PROD-006912,Puvana Natural Water,BAR-0000006912,Coffee & Other Drinks,67.0,67.0,LOT-0000006912,KAT/Stock/Zone (A),2023-02-11,2025-05-28,2025-03-14,2025-03-14,UNKNOWN_BREADFAST_BARCODE
PROD-006913,Flash,UNKNOWN_BARCODE,Commodities,127.0,127.0,LOT-0000006913,KAT/Stock/Zone (A),2024-07-27,2028-09-25,2028-08-05,2028-08-05,BREAD-0000006913
PROD-006914,Puvana Natural Water,BAR-0000006914,Centralized Fresh,493.0,493.0,LOT-0000006914,KAT/Stock,2024-03-16,2028-05-01,2027-11-15,2027-11-15,BREAD-0000006914
PROD-006915,A4 Paper,BAR-0000006915,All / ASTS / Furniture,25.0,25.0,LOT-0000006915,KAT/Stock/Zone (A),2023-10-12,2025-08-30,2025-03-06,2025-03-06,BREAD-0000006915
PROD-006916,A4 Paper,UNKNOWN_BARCODE,Water,407.0,407.0,LOT-0000006916,KAT/Stock/Zone (B),2023-04-14,2024-06-03,2024-04-30,2024-04-30,BREAD-0000006916
PROD-006917,Puvana Natural Water,BAR-0000006917,All / Consumables / Cons - Cleaning,183.0,183.0,LOT-0000006917,KAT/Stock/Zone (B),2024-07-22,2028-02-24,2027-11-19,2027-11-19,BREAD-0000006917
PROD-006918,Harvest Tomato Paste,BAR-0000006918,Coffee & Other Drinks,136.0,136.0,LOT-0000006918,KAT/Stock/Zone (B),2024-04-01,2027-10-20,2027-09-07,2027-09-07,BREAD-0000006918
PROD-006919,Harvest Tomato Paste,UNKNOWN_BARCODE,All / ASTS / Furniture,290.0,290.0,LOT-0000006919,KAT/Stock,2023-11-07,2025-03-21,2024-10-12,2024-10-12,BREAD-0000006919
PROD-006920,Shanon,UNKNOWN_BARCODE,All / Consumables / Cons - Operations,105.0,105.0,LOT-0000006920,KAT/Stock/Zone (B),2024-02-11,2029-01-07,2028-08-17,2028-08-17,BREAD-0000006920
PROD-006921,Rhodes Cheddar Cheese,BAR-0000006921,Water,462.0,462.0,LOT-0000006921,KAT/Stock,2025-04-24,2026-10-09,2026-08-14,2026-08-14,BREAD-0000006921
PROD-006922,Harvest Tomato Paste,BAR-0000006922,All / Consumables / Cons - Operations,23.0,23.0,LOT-0000006922,KAT/Stock,2024-08-03,2027-01-01,2026-11-29,2026-11-29,BREAD-0000006922
PROD-006923,Rhodes Cheddar Cheese,UNKNOWN_BARCODE,Personal Care,414.0,414.0,LOT-0000006923,KAT/Stock/Zone (B),2025-12-17,2027-12-11,2027-07-07,2027-07-07,BREAD-0000006923
PROD-006924,Rhodes Cheddar Cheese,UNKNOWN_BARCODE,All / ASTS / Furniture,338.0,338.0,LOT-0000006924,KAT/Stock/Zone (B),2024-12-19,2029-06-01,2029-02-28,2029-02-28,BREAD-0000006924
PROD-006925,A4 Paper,BAR-0000006925,All / ASTS / Furniture,449.0,449.0,LOT-0000006925,KAT/Stock,2024-08-19,2025-10-25,2025-07-02,2025-07-02,BREAD-0000006925
PROD-006926,Rhodes Cheddar Cheese,UNKNOWN_BARCODE,All / ASTS / Furniture,193.0,193.0,LOT-0000006926,KAT/Stock/Zone (B),2023-07-06,2027-09-21,2027-06-04,2027-06-04,BREAD-0000006926
PROD-006927,Flash,UNKNOWN_BARCODE,Personal Care,168.0,168.0,LOT-0000006927,KAT/Stock/Zone (A),2025-06-14,2027-10-07,2027-08-20,2027-08-20,BREAD-0000006927
PROD-006928,Puvana Natural Water,BAR-0000006928,Commodities,35.0,35.0,LOT-0000006928,KAT/Stock,2024-04-08,2029-03-16,2028-10-22,2028-10-22,BREAD-0000006928
PROD-006929,Shanon,UNKNOWN_BARCODE,Centralized Fresh,100.0,100.0,LOT-0000006929,KAT/Stock/Zone (F),2023-11-26,2025-07-03,2025-03-02,2025-03-02,UNKNOWN_BREADFAST_BARCODE
PROD-006930,Elano Water Carton,BAR-0000006930,Water,33.0,33.0,LOT-0000006930,KAT/Stock,2023-12-15,2025-08-31,2025-05-25,2025-05-25,BREAD-0000006930
PROD-006931,Rhodes Natural Feta Gold,BAR-0000006931,Water,376.0,376.0,LOT-0000006931,KAT/Stock/Zone (B),2024-05-14,2026-02-03,2025-12-05,2025-12-05,BREAD-0000006931
PROD-006932,Shanon,BAR-0000006932,Coffee & Other Drinks,38.0,38.0,LOT-0000006932,KAT/Stock/Zone (B),2024-05-04,2027-03-11,2026-11-07,2026-11-07,BREAD-0000006932
PROD-006933,Flash,BAR-0000006933,Coffee & Other Drinks,210.0,210.0,LOT-0000006933,KAT/Stock,2025-10-01,2029-09-14,2029-03-20,2029-03-20,BREAD-0000006933
PROD-006934,Shanon,UNKNOWN_BARCODE,Coffee & Other Drinks,229.0,229.0,LOT-0000006934,KAT/Stock,2023-10-07,2027-02-06,2026-09-20,2026-09-20,BREAD-0000006934
PROD-006935,Rhodes Cheddar Cheese,BAR-0000006935,Water,278.0,278.0,LOT-0000006935,KAT/Stock/Zone (F),2025-05-04,2027-06-15,2027-04-11,2027-04-11,UNKNOWN_BREADFAST_BARCODE
PROD-006936,A4 Paper,UNKNOWN_BARCODE,Centralized Fresh,79.0,79.0,LOT-0000006936,KAT/Stock/Zone (F),2025-10-01,2028-01-12,2027-11-03,2027-11-03,BREAD-0000006936
PROD-006937,Rhodes Natural Feta Gold,UNKNOWN_BARCODE,Commodities,237.0,237.0,LOT-0000006937,KAT/Stock,2024-02-02,2027-03-04,2026-11-30,2026-11-30,BREAD-0000006937
PROD-006938,Harvest Tomato Paste,UNKNOWN_BARCODE,All / ASTS / Furniture,171.0,171.0,LOT-0000006938,KAT/Stock/Zone (B),2025-12-27,2027-08-26,2027-05-13,2027-05-13,BREAD-0000006938
PROD-006939,A4 Paper,BAR-0000006939,All / ASTS / Furniture,325.0,325.0,LOT-0000006939,KAT/Stock,2024-03-03,2026-07-29,2026-02-26,2026-02-26,BREAD-0000006939
PROD-006940,Rhodes Cheddar Cheese,BAR-0000006940,Personal Care,441.0,441.0,LOT-0000006940,KAT/Stock/Zone (A),2024-01-10,2028-04-15,2028-02-24,2028-02-24,BREAD-0000006940
PROD-006941,Rhodes Cheddar Cheese,BAR-0000006941,All / Consumables / Cons - Operations,58.0,58.0,LOT-0000006941,KAT/Stock/Zone (A),2025-10-12,2028-05-08,2027-12-10,2027-12-10,UNKNOWN_BREADFAST_BARCODE
PROD-006942,Rhodes Natural Feta Gold,UNKNOWN_BARCODE,Centralized Fresh,409.0,409.0,LOT-0000006942,KAT/Stock/Zone (B),2024-09-23,2029-09-18,2029-07-29,2029-07-29,BREAD-0000006942
PROD-006943,Rhodes Natural Feta Gold,BAR-0000006943,All / Consumables / Cons - Cleaning,21.0,21.0,LOT-0000006943,KAT/Stock,2025-09-15,2028-07-11,2028-02-07,2028-02-07,BREAD-0000006943
PROD-006944,Big Tissue Roll,UNKNOWN_BARCODE,Centralized Fresh,364.0,364.0,LOT-0000006944,KAT/Stock,2024-11-27,2028-01-02,2027-09-26,2027-09-26,BREAD-0000006944
PROD-006945,Argento Clear Offer,UNKNOWN_BARCODE,Personal Care,366.0,366.0,LOT-0000006945,KAT/Stock/Zone (A),2025-07-16,2030-02-13,2030-01-05,2030-01-05,BREAD-0000006945
PROD-006946,Argento Clear Offer,UNKNOWN_BARCODE,Commodities,343.0,343.0,LOT-0000006946,KAT/Stock,2023-03-19,2025-06-14,2025-05-05,2025-05-05,BREAD-0000006946
PROD-006947,A4 Paper,BAR-0000006947,All / Consumables / Cons - Operations,237.0,237.0,LOT-0000006947,KAT/Stock/Zone (B),2024-05-02,2025-11-05,2025-10-02,2025-10-02,BREAD-0000006947
PROD-006948,Harvest Tomato Paste,BAR-0000006948,All / Consumables / Cons - Operations,295.0,295.0,LOT-0000006948,KAT/Stock/Zone (B),2025-11-27,2028-10-31,2028-09-20,2028-09-20,BREAD-0000006948
PROD-006949,Shanon,UNKNOWN_BARCODE,Coffee & Other Drinks,340.0,340.0,LOT-0000006949,KAT/Stock/Zone (F),2024-07-20,2029-02-28,2028-12-17,2028-12-17,BREAD-0000006949
PROD-006950,Rhodes Cheddar Cheese,BAR-0000006950,Coffee & Other Drinks,93.0,93.0,LOT-0000006950,KAT/Stock/Zone (B),2025-08-08,2028-06-29,2028-02-12,2028-02-12,UNKNOWN_BREADFAST_BARCODE
PROD-006951,Rhodes Cheddar Cheese,UNKNOWN_BARCODE,All / Consumables / Cons - Operations,243.0,243.0,LOT-0000006951,KAT/Stock,2024-07-11,2029-05-16,2029-01-14,2029-01-14,BREAD-0000006951
PROD-006952,Big Tissue Roll,BAR-0000006952,All / ASTS / Furniture,10.0,10.0,LOT-0000006952,KAT/Stock,2023-06-20,2028-03-16,2027-11-18,2027-11-18,BREAD-0000006952
PROD-006953,A4 Paper,UNKNOWN_BARCODE,All / Consumables / Cons - Cleaning,116.0,116.0,LOT-0000006953,KAT/Stock/Zone (A),2024-10-03,2027-05-27,2027-03-30,2027-03-30,UNKNOWN_BREADFAST_BARCODE
PROD-006954,A4 Paper,UNKNOWN_BARCODE,All / Consumables / Cons - Operations,264.0,264.0,LOT-0000006954,KAT/Stock/Zone (A),2023-10-19,2028-03-17,2028-01-12,2028-01-12,BREAD-0000006954
PROD-006955,Puvana Natural Water,BAR-0000006955,Water,11.0,11.0,LOT-0000006955,KAT/Stock/Zone (B),2024-08-03,2026-07-03,2026-04-30,2026-04-30,UNKNOWN_BREADFAST_BARCODE
PROD-006956,Rhodes Natural Feta Gold,BAR-0000006956,All / ASTS / Furniture,153.0,153.0,LOT-0000006956,KAT/Stock/Zone (F),2024-02-26,2026-05-27,2026-01-05,2026-01-05,BREAD-0000006956
PROD-006957,Harvest Tomato Paste,UNKNOWN_BARCODE,Commodities,37.0,37.0,LOT-0000006957,KAT/Stock,2023-04-15,2026-04-21,2026-03-15,2026-03-15,BREAD-0000006957
PROD-006958,Rhodes Natural Feta Gold,BAR-0000006958,Commodities,498.0,498.0,LOT-0000006958,KAT/Stock/Zone (F),2024-07-19,2026-06-20,2026-05-06,2026-05-06,BREAD-0000006958
PROD-006959,Harvest Tomato Paste,BAR-0000006959,All / Consumables / Cons - Cleaning,130.0,130.0,LOT-0000006959,KAT/Stock,2025-05-29,2027-05-18,2027-03-07,2027-03-07,BREAD-0000006959
PROD-006960,Flash,BAR-0000006960,Water,381.0,381.0,LOT-0000006960,KAT/Stock/Zone (B),2025-05-24,2027-05-14,2027-02-05,2027-02-05,BREAD-0000006960
PROD-006961,Elano Water Carton,BAR-0000006961,All / Consumables / Cons - Cleaning,224.0,224.0,LOT-0000006961,KAT/Stock/Zone (B),2023-09-05,2025-04-23,2024-11-01,2024-11-01,BREAD-0000006961
PROD-006962,Argento Clear Offer,BAR-0000006962,Personal Care,142.0,142.0,LOT-0000006962,KAT/Stock/Zone (A),2025-07-15,2030-01-25,2029-11-01,2029-11-01,UNKNOWN_BREADFAST_BARCODE
PROD-006963,Argento Clear Offer,UNKNOWN_BARCODE,All / Consumables / Cons - Cleaning,430.0,430.0,LOT-0000006963,KAT/Stock/Zone (F),2023-11-05,2027-01-08,2026-10-30,2026-10-30,BREAD-0000006963
PROD-006964,Harvest Tomato Paste,BAR-0000006964,Water,388.0,388.0,LOT-0000006964,KAT/Stock/Zone (A),2023-11-11,2025-05-18,2025-02-01,2025-02-01,UNKNOWN_BREADFAST_BARCODE
PROD-006965,Argento Clear Offer,BAR-0000006965,Centralized Fresh,53.0,53.0,LOT-0000006965,KAT/Stock/Zone (B),2024-08-31,2025-10-17,2025-09-10,2025-09-10,BREAD-0000006965
PROD-006966,Rhodes Natural Feta Gold,UNKNOWN_BARCODE,All / Consumables / Cons - Cleaning,23.0,23.0,LOT-0000006966,KAT/Stock/Zone (F),2025-08-02,2030-03-01,2029-12-08,2029-12-08,BREAD-0000006966
PROD-006967,Rhodes Cheddar Cheese,BAR-0000006967,Centralized Fresh,394.0,394.0,LOT-0000006967,KAT/Stock,2024-06-22,2027-09-13,2027-05-17,2027-05-17,BREAD-0000006967
PROD-006968,Rhodes Natural Feta Gold,BAR-0000006968,All / Consumables / Cons - Cleaning,120.0,120.0,LOT-0000006968,KAT/Stock/Zone (A),2023-03-13,2024-05-05,2023-12-08,2023-12-08,UNKNOWN_BREADFAST_BARCODE
PROD-006969,Harvest Tomato Paste,UNKNOWN_BARCODE,Personal Care,118.0,118.0,LOT-0000006969,KAT/Stock/Zone (B),2024-01-13,2028-10-05,2028-04-26,2028-04-26,BREAD-0000006969
PROD-006970,A4 Paper,UNKNOWN_BARCODE,Water,160.0,160.0,LOT-0000006970,KAT/Stock,2023-05-14,2024-09-08,2024-08-01,2024-08-01,BREAD-0000006970
PROD-006971,Rhodes Natural Feta Gold,BAR-0000006971,All / Consumables / Cons - Cleaning,470.0,470.0,LOT-0000006971,KAT/Stock/Zone (B),2024-01-28,2027-11-18,2027-08-10,2027-08-10,BREAD-0000006971
PROD-006972,Argento Clear Offer,UNKNOWN_BARCODE,All / Consumables / Cons - Operations,73.0,73.0,LOT-0000006972,KAT/Stock,2025-12-23,2027-08-03,2027-06-05,2027-06-05,UNKNOWN_BREADFAST_BARCODE
PROD-006973,Big Tissue Roll,UNKNOWN_BARCODE,Personal Care,184.0,184.0,LOT-0000006973,KAT/Stock/Zone (A),2025-09-22,2028-10-08,2028-06-20,2028-06-20,BREAD-0000006973
PROD-006974,Puvana Natural Water,BAR-0000006974,All / Consumables / Cons - Operations,435.0,435.0,LOT-0000006974,KAT/Stock,2024-02-19,2025-09-08,2025-04-24,2025-04-24,BREAD-0000006974
PROD-006975,Rhodes Cheddar Cheese,BAR-0000006975,Commodities,191.0,191.0,LOT-0000006975,KAT/Stock/Zone (F),2024-02-07,2025-02-16,2024-10-15,2024-10-15,BREAD-0000006975
PROD-006976,Argento Clear Offer,UNKNOWN_BARCODE,Commodities,426.0,426.0,LOT-0000006976,KAT/Stock,2023-03-06,2024-11-18,2024-08-16,2024-08-16,BREAD-0000006976
PROD-006977,Big Tissue Roll,BAR-0000006977,Personal Care,219.0,219.0,LOT-0000006977,KAT/Stock/Zone (B),2025-05-15,2027-03-08,2027-01-08,2027-01-08,BREAD-0000006977
PROD-006978,Harvest Tomato Paste,BAR-0000006978,Personal Care,486.0,486.0,LOT-0000006978,KAT/Stock,2024-02-05,2026-12-04,2026-09-19,2026-09-19,BREAD-0000006978
PROD-006979,Flash,UNKNOWN_BARCODE,Coffee & Other Drinks,120.0,120.0,LOT-0000006979,KAT/Stock/Zone (A),2023-10-17,2028-02-18,2027-10-17,2027-10-17,BREAD-0000006979
PROD-006980,Big Tissue Roll,BAR-0000006980,All / Consumables / Cons - Cleaning,208.0,208.0,LOT-0000006980,KAT/Stock/Zone (B),2025-01-28,2030-01-05,2029-09-10,2029-09-10,BREAD-0000006980
PROD-006981,Elano Water Carton,BAR-0000006981,Water,383.0,383.0,LOT-0000006981,KAT/Stock/Zone (B),2025-04-23,2027-03-21,2026-12-07,2026-12-07,BREAD-0000006981
PROD-006982,Flash,BAR-0000006982,Coffee & Other Drinks,299.0,299.0,LOT-0000006982,KAT/Stock/Zone (B),2024-10-22,2026-03-23,2025-11-08,2025-11-08,BREAD-0000006982
PROD-006983,Shanon,BAR-0000006983,Water,345.0,345.0,LOT-0000006983,KAT/Stock/Zone (B),2023-12-23,2028-10-21,2028-07-04,2028-07-04,UNKNOWN_BREADFAST_BARCODE
PROD-006984,Rhodes Cheddar Cheese,BAR-0000006984,All / ASTS / Furniture,472.0,472.0,LOT-0000006984,KAT/Stock/Zone (F),2025-05-27,2026-10-07,2026-04-24,2026-04-24,BREAD-0000006984
PROD-006985,Argento Clear Offer,BAR-0000006985,Water,163.0,163.0,LOT-0000006985,KAT/Stock/Zone (B),2025-09-24,2029-05-06,2029-02-05,2029-02-05,BREAD-0000006985
PROD-006986,Shanon,BAR-0000006986,Centralized Fresh,267.0,267.0,LOT-0000006986,KAT/Stock/Zone (B),2025-01-21,2026-05-16,2026-01-10,2026-01-10,BREAD-0000006986
PROD-006987,Rhodes Natural Feta Gold,BAR-0000006987,All / Consumables / Cons - Cleaning,439.0,439.0,LOT-0000006987,KAT/Stock/Zone (B),2025-01-18,2029-01-12,2028-12-08,2028-12-08,BREAD-0000006987
PROD-006988,Harvest Tomato Paste,UNKNOWN_BARCODE,All / Consumables / Cons - Operations,2.0,2.0,LOT-0000006988,KAT/Stock/Zone (A),2023-12-31,2026-10-22,2026-08-09,2026-08-09,BREAD-0000006988
PROD-006989,Rhodes Cheddar Cheese,UNKNOWN_BARCODE,Water,49.0,49.0,LOT-0000006989,KAT/Stock/Zone (A),2023-09-24,2028-03-25,2027-12-22,2027-12-22,BREAD-0000006989
PROD-006990,A4 Paper,BAR-0000006990,All / Consumables / Cons - Operations,412.0,412.0,LOT-0000006990,KAT/Stock/Zone (B),2024-02-10,2026-08-15,2026-06-10,2026-06-10,BREAD-0000006990
PROD-006991,Flash,UNKNOWN_BARCODE,All / ASTS / Furniture,363.0,363.0,LOT-0000006991,KAT/Stock/Zone (F),2023-05-19,2026-04-10,2025-12-12,2025-12-12,BREAD-0000006991
PROD-006992,A4 Paper,UNKNOWN_BARCODE,All / Consumables / Cons - Cleaning,471.0,471.0,LOT-0000006992,KAT/Stock,2024-10-27,2026-05-02,2025-11-09,2025-11-09,UNKNOWN_BREADFAST_BARCODE
PROD-006993,Shanon,UNKNOWN_BARCODE,Water,210.0,210.0,LOT-0000006993,KAT/Stock/Zone (F),2023-07-04,2024-08-10,2024-04-01,2024-04-01,BREAD-0000006993
PROD-006994,Big Tissue Roll,BAR-0000006994,Coffee & Other Drinks,460.0,460.0,LOT-0000006994,KAT/Stock/Zone (B),2025-02-21,2027-06-15,2027-01-27,2027-01-27,BREAD-0000006994
PROD-006995,Big Tissue Roll,BAR-0000006995,All / Consumables / Cons - Operations,15.0,15.0,LOT-0000006995,KAT/Stock/Zone (B),2025-05-20,2028-11-30,2028-09-12,2028-09-12,BREAD-0000006995
PROD-006996,Harvest Tomato Paste,UNKNOWN_BARCODE,Coffee & Other Drinks,167.0,167.0,LOT-0000006996,KAT/Stock/Zone (F),2024-12-03,2029-08-14,2029-03-15,2029-03-15,UNKNOWN_BREADFAST_BARCODE
PROD-006997,Shanon,BAR-0000006997,Personal Care,282.0,282.0,LOT-0000006997,KAT/Stock/Zone (B),2025-06-25,2028-06-22,2028-03-14,2028-03-14,BREAD-0000006997
PROD-006998,Puvana Natural Water,BAR-0000006998,Coffee & Other Drinks,378.0,378.0,LOT-0000006998,KAT/Stock,2023-07-20,2027-09-15,2027-04-28,2027-04-28,BREAD-0000006998
PROD-006999,Rhodes Cheddar Cheese,BAR-0000006999,Water,325.0,325.0,LOT-0000006999,KAT/Stock/Zone (A),2024-09-09,2027-10-24,2027-08-25,2027-08-25,BREAD-0000006999
